"text","word_scores","compound","pos","neu","neg","but_count"
"show","{0}",0,0,1,0,0
"three days left for zuma to hand himself in","{0, 0, 0, 0, 0, 0, 2.2, 0, 0}",0.494,0.286,0.714,0,0
"up dewa mavhinga from chats to sally burdett at pm on about the situation in eswatini","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"",,,,,,
"icymi attempted cash in transit robbery at a centurion mall","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"lindani myeni case vital evidence was ignored lawyer","{0, 0, 0, 1.2, 0, 0, -1.3, 0}",-0.026,0.21,0.571,0.219,0
"with only three days to go before he has to hand himself over to authorities former president jacob zuma is reportedly using this time to consult with his legal team in durban is monitoring developments outside the former presidents nkandla home","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.572,0.108,0.892,0,0
"",,,,,,
"up graham wood from sun international chats to sally burdett at pm on about level restrictions on the hospitality industry","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"public protectors office welcomes concourt judgment","{0, 0, 0, 1.7, 0, 0}",0.402,0.351,0.649,0,0
"",,,,,,
"",,,,,,
"attempted cash in transit robbery at a centurion mall","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"where first world infrastructure meets an emerging market welcome to the future invest in south africa","{0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0}",0.459,0.167,0.833,0,0
"tunis goes under partial lockdown over record virus cases","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"urges protection of protesters in troubled eswatini","{0, 0, 0, -0.9, 0, -2, 0}",-0.599,0,0.505,0.495,0
"",,,,,,
"court rules","{0, 0}",0,0,1,0,0
"covid vaccine aspen pharmacare to get r bn boost","{0, 0, 0, 0, 0, 0, 0, 0, 1.7}",0.402,0.252,0.748,0,0
"steve kekana passes away aged","{0, 0, 0, 0, 0}",0,0,1,0,0
"news legendary singer and songwriter steve kekana has passed away aged the musician died after a long illness","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, -1.7}",-0.743,0,0.717,0.283,0
"",,,,,,
"from today you can lodge a complaint if your personal information is distributed without your consent the protection of personal information act is now in effect to discuss this further dan moyane speaks to information regulator chairperson pansy tlakula","{0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, -0.666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.434,0,0.905,0.095,0
"",,,,,,
"religious leaders arrive in nkandla to pray for zuma","{0, 0, 0, 0, 0, 0, 1.3, 0, 0}",0.318,0.223,0.777,0,0
"constitutional court clears ramaphosa","{0, 0, 0.3, 0}",0.077,0.302,0.698,0,0
"former president jacob zuma is reportedly in durban consulting with his lawyers on the concourt judgment he has three days left to hand himself over to authorities religious leaders have arrived in nkandla to pray for the former president has more","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0}",0.67,0.124,0.876,0,0
"the amabhungane centre for investigative journalism will get another chance at the high court to state its case in the fight for access to the financial records of president ramaphosa’s cr campaign chats to cherese thakur advocacy coordinator for amabhungane","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.153,0.047,0.892,0.061,0
"",,,,,,
"the national taxi alliance says the looming demerit system will spell disaster for the sector the system requires the taxi industry to vet its operators but the alliance says the sector doesnt have the resources and skills to do that","{0, 0, 0, 0, 0, 0, -0.25, 0, 0, 0, 0, -1.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.421,0,0.909,0.091,1
"air the constitutional court has found president cyril ramaphosa did not deliberately mislead parliament about donations to his campaign for more reaction chats to legal journalist karyn maughan","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0}",0.128,0.053,0.947,0,0
"constitutional court clears ramaphosa","{0, 0, 0.3, 0}",0.077,0.302,0.698,0,0
"air religious leaders have arrived in nkandla to pray for former president jacob zuma he has three days left to hand himself over to authorities the jacob zuma foundation is denouncing the judgment calling it emotional and angry encas reports","{0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, -2.3, 0, 0}",0.421,0.153,0.776,0.071,0
"court rules","{0, 0}",0,0,1,0,0
"says it will not compromise the safety of south africans","{0, 0, 0, 0, 0, 0, -1.332, 0, 0, 0}",-0.325,0,0.794,0.206,0
"is on air with the latest news updates on","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"news concourt finds president cyril ramaphosa did not mislead parliament over cr saga","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"william and harry reunite for diana statue tribute","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"concourt rules on cr campaign","{0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"taverners to defy liquor sales ban","{0, 0, 0, 0, 0, -2.6}",-0.557,0,0.581,0.419,0
"presidency and whether or not public protector busisiwe mkhwebane had the scope to investigate the funding of the campaign reports","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"where first world infrastructure meets an emerging market welcome to the future invest in south africa","{0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0}",0.459,0.167,0.833,0,0
"",,,,,,
"weather forecast thursday july","{0, 0, 0, 0}",0,0,1,0,0
"hawaii police have concluded that the fatal shooting of lindani myeni was justified no charges against the officers involved will be filed for more on this were joined by the myeni family lawyer jim bickerton","{0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0, 0, 1.7, 0, 0.814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.004,0.113,0.8,0.087,0
"air the muslim association of south africa has converted a clinic in norwood johannesburg to a covid patient care centre joining us is the muslim association of south africas yaseen theba","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.494,0.096,0.904,0,0
"speaks to activist mancoba mabuza from mbabane","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"rollout – a process that has been heavily criticized for not being workable and practical","{0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0}",-0.361,0,0.848,0.152,0
"concourt to rule on cr campaign funding","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"u f hot off the press “encas five in five zuma could be granted reprieve concourt to rule on cr campaign funding and more”","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.25,0.08,0.92,0,0
"zuma sentence more support expected as deadline looms","{0, 0.3, 0, 1.993, 0, 0, 0, -0.6}",0.401,0.394,0.459,0.147,0
"myeni shooting was justified hawaii police","{0, 0, 0, 1.7, 0, 0}",0.402,0.351,0.649,0,0
"question the new point based driving system comes into effect today do you think it will make our roads safer head to","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0}",0.421,0.118,0.882,0,0
"hawaii police have concluded that the fatal shooting of lindani myeni was justified no charges against the officers involved will be filed","{0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0, 0, 1.7, 0, 0.814, 0, 0, 0, 0, 0, 0, 0}",0.004,0.167,0.703,0.13,0
"month long probe concluded that officers had no choice but to shoot myeni","{0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, -2.1, 0}",-0.572,0,0.701,0.299,1
"the son of former president jacob zuma edward zuma says he’ll lay down his life before his father is arrested or steps foot in a jail cell he says the family is still in discussions deciding on the way forward","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.477,0,0.926,0.074,0
"zuma could be granted reprieve","{0, 0, 0, 1, 0}",0.25,0.333,0.667,0,0
"enjoy hassle free business banking that evolves as your company grows","{2.2, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0}",0.758,0.419,0.581,0,0
"",,,,,,
"",,,,,,
"new cases identified","{0, 0, 0}",0,0,1,0,0
"court quashes bill cosbys sex crimes conviction allowing his release","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"chats at pm about the latest developments in","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"heads to court over liquor ban","{0, 0, 0, 0, 0, -2.6}",-0.557,0,0.581,0.419,0
"universities to remain open virtually","{0, 0, 0, 0, 0}",0,0,1,0,0
"amazon dispatches alexa to tell stories to kids","{0.7, 0, 0, 0, 0, 0, 0, 0}",0.178,0.195,0.805,0,0
"is getting the vaccination process right","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"speaks to dr tshepile tlali from the junior doctors association for an update on the placement of medical interns","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"constitutional court to rule on cr campaign matter","{0, 0, 0, 0, 0, 0, 0, 0.1}",0.026,0.136,0.864,0,0
"icymi zondo welcomes concourt ruling commission granted extension","{0, 0, 1.7, 0, 0, 0, 1, 0}",0.572,0.439,0.561,0,0
"zuma shouldnt go to jail mkhwebane","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"acting health minister updates parliament","{0, 0, 0, 0, 0}",0,0,1,0,0
"public protector busisiwe mkhwebane believes former president jacob zuma should not be sent to jail mkhwebane says she aligns herself with the constitutional court’s minority judgment zuma was sentenced to months imprisonment for contempt of court on tuesday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.1, 0, 0, 0, 0, -2.8, 0, 0, 0, 0}",-0.599,0,0.88,0.12,0
"up buyile matiwane from jikelele chats to at pm about the implications of level restrictions for tertiary students","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"analysis could your face mask detect covid","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"up at pm on we will get an update on the placement of medical interns from tshepile tlali from the junior doctors association","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"mitigating the spread of covid at universities","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"",,,,,,
"",,,,,,
"vets vow to protect zuma","{0, 0, 0, 1.6, 0}",0.382,0.394,0.606,0,0
"",,,,,,
"by elections postponed","{0, 0, -0.8}",-0.202,0,0.526,0.474,0
"zuma in high spirits despite jail sentence spokesperson","{0, 0, 0, 0, 0, 0, -0.222, 0}",-0.057,0,0.851,0.149,0
"south african reserve bank turns","{0, 0, 0, 0, 0}",0,0,1,0,0
"speaks to legal journalist karyn maughan","{0, 0, 0.5, 0, 0, 0}",0.128,0.231,0.769,0,0
"shoprite wants workers vaccinated","{0, 0, 0, 0}",0,0,1,0,0
"state capture inquiry continues","{0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"where first world infrastructure meets an emerging market welcome to the future invest in south africa","{0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0}",0.459,0.167,0.833,0,0
"trending jacob zuma sentencing edward zuma says hes ready for a fight","{0, 0, 0, -0.6, 0, 0, 0, 0, 1.5, 0, 0, -1.6}",-0.178,0.159,0.573,0.268,0
"wimbledon courts under fire after serena exit and kyrgios says its a joke","{0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 1.2}",-0.052,0.141,0.705,0.154,0
"economy shrinks more than expected in first quarter","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"china certified malaria free after year fight","{0, 0, 0, 2.3, 0, 0, -1.6}",0.178,0.303,0.459,0.239,0
"wine producers taking govt to court","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"expected to hand over digital vibes report","{0, 0, 2.2, 0, 0, 0, 0}",0.494,0.348,0.652,0,0
"",,,,,,
"zondo welcomes concourt ruling commission granted extension","{0, 1.7, 0, 0, 0, 1, 0}",0.572,0.485,0.515,0,0
"the clock is ticking and the burning questioning now is whether or not former president jacob zuma will hand himself over to police zuma has been given five days to hand himself over to the police to begin serving a month jail sentence has more","{0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0}",0.743,0.154,0.818,0.028,0
"zondo welcomes concourt ruling commission granted extension","{0, 1.7, 0, 0, 0, 1, 0}",0.572,0.485,0.515,0,0
"",,,,,,
"air deputy chief justice raymond zondo is giving an update on the work of the he will also answer questions relating to the sentencing of former president watch it live on or here","{0, 0, 0, 2.4, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.637,0.155,0.802,0.043,0
"economy shrinks more than expected in first quarter","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"raymond zondo answers questions on zuma concourt ruling","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"allangles","{0}",0,0,1,0,0
"concourt ruling a major turning point chikane","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"at am about winning the global principals’ award for excellent leadership","{0, 0, 0, 2.4, 0, 0, 0, 2.5, 0, 2.7, 0}",0.891,0.57,0.43,0,0
"research team consisting of the departments of chemistry zoology entomology genetics divisions of virology biochemistry food science microbiology hope their research helps create awareness of the plight of giraffes","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 1.6, 1.1, 0, 0, 0, 0, 0, 0}",0.765,0.226,0.774,0,0
"commission of inquiry into state capture continues","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"where first world infrastructure meets an emerging market welcome to the future invest in south africa","{0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0}",0.459,0.167,0.833,0,0
"",,,,,,
"now on as anchor unpacks the latest headlines on","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"lockdown speaking to matakanye matakanya from the national association of school governing bodies says the association agrees with the plan to keep schools in south africa closed up until july","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.058,0.942,0,0
"",,,,,,
"as schools in south africa close today following the introduction of the lockdown","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"home affairs minister aaron motsoaledi speaks to ’s tumelo mothotoane about extending the validity period of legally issued visas the new expiration date for short term visas such as tourist visas is now september","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.103,0.041,0.959,0,0
"southgate urges england to seize golden chance at","{0, 0, 0, 0, 0, 0, 1, 0}",0.25,0.222,0.778,0,0
"",,,,,,
"acknowledged that this as a difficult period and is calling for calm amongst its members political analyst lesiba teffo discusses this on","{0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.052,0.093,0.806,0.101,0
"in the last hours people were vaccinated has seen a total of people vaccinated second","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"at am on","{0, 0, 0}",0,0,1,0,0
"sunday deadline","{0, 0}",0,0,1,0,0
"",,,,,,
"up political analyst lesiba teffo joins us at am to unpack the anc’s response to the concourt’s ruling which found former president in contempt of court","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.8, 0, 0}",-0.586,0,0.868,0.132,0
"u f hot off the press “encas five in five zuma has days to turn himself in restaurant industry once again feeling the brunt and more”","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0}",0.128,0.057,0.943,0,0
"delay in school reopening would be devastating motshekga","{-1.3, 0, 0, 0, 0, 0, -3.3, 0}",-0.765,0,0.476,0.524,0
"just after am as we bring you more details","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"sentencing edward zuma says hes ready for a fight","{-0.6, 0, 0, 0, 0, 1.5, 0, 0, -1.6}",-0.178,0.197,0.472,0.331,0
"vets vow to protect","{0, 0, 0, 1.6}",0.382,0.464,0.536,0,0
"",,,,,,
"",,,,,,
"greece recovers picasso stolen in","{0, 0, 0, -2.2, 0}",-0.494,0,0.556,0.444,0
"analysis could your face mask detect","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"at am for the latest analysis on","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"",,,,,,
"question former president has been sentenced to months in prison for contempt of court do you think the sentence is justified","{0, 0, 0, 0, 0, -0.1, 0, 0, 0, -2.3, 0, -2.8, 0, 0, 0, 0, 0, 0, 0.3, 0, 1.7}",-0.637,0.142,0.567,0.291,0
"and tumelo mothotoane bring you the latest headlines on","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"over vaccine certificate inequality","{0, 0, 0, 0}",0,0,1,0,0
"restaurant industry once again feeling the brunt","{0, 0, 0, 0, 0.5, 0, 0}",0.128,0.2,0.8,0,0
"is joined by kurt moore and lucky ntimane at pm for a panel discussion they will talk about the current alcohol sales ban","{0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6}",-0.202,0.102,0.766,0.131,0
"is joined by neeshan bolton cathleen powell and tinyiko maluleke at pm for a panel discussion around former president jacob zumas sentencing","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6}",-0.153,0,0.929,0.071,0
"speaks to political analyst prince mashele at pm","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"we investigated companies that pocket their employees’ contributions towards pension and provident fund benefits tuesday pm","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0}",0.382,0.148,0.852,0,0
"vets vow to protect zuma","{0, 0, 0, 1.6, 0}",0.382,0.394,0.606,0,0
"dstv channel","{0, 0}",0,0,1,0,0
"trending jacob zuma sentencing edward zuma says hes ready for a fight","{0, 0, 0, -0.6, 0, 0, 0, 0, 1.5, 0, 0, -1.6}",-0.178,0.159,0.573,0.268,0
"political parties react to zuma sentencing","{0, 1.7, 0, 0, 0, -0.6}",0.273,0.325,0.482,0.193,0
"trending nigeria restricts passengers from south africa over virus spread","{0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.796,0.204,0
"coming up on is privatisation the key to saving government from itself public enterprises minister pravin gordhan is in the hot seat watch judge for yourself tuesday at pm on","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"new cases deaths recorded","{0, 0, 0, 0}",0,0,1,0,0
"captive bred gorillas give birth in the wild zoo","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"at pm to pay tribute to goolam rajah who passed away this morning","{0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.103,0,0.896,0.104,0
"at pm to pay tribute to goolam rajah who passed away this morning","{0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.103,0,0.896,0.104,0
"suing founder for billions","{-1.1, 0, 0, 0}",-0.273,0,0.588,0.412,0
"is joined by meteorologist mbavhi maliage at pm to discuss this","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"to discuss the judgment","{0, 0, 0, 0}",0,0,1,0,0
"eswatini imposes curfew as military quell pro democracy riots","{0, -0.4, 0, 0, 0, 0, 0, 0, -2.3}",-0.572,0,0.598,0.402,0
"opec expected to move to cool overheating oil market","{0, 0, 0, 0, 0, 1.3, 0, 0, 0}",0.318,0.223,0.777,0,0
"we investigated companies that pocket their employees’ contributions towards pension and provident fund benefits tuesday pm","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0}",0.382,0.148,0.852,0,0
"speaks to public health medicine specialist dr harsha somaroo about this at pm","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"we studied why south africans vote the way they do this is what we found","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"on","{0}",0,0,1,0,0
"just after pm","{0, 0, 0}",0,0,1,0,0
"venus marks th grand slam with opening wimbledon win","{0, 0, 0, 2, -1.6, 0, 0, 0, 2.8}",0.637,0.442,0.39,0.169,0
"people who violate lockdown regulations will be arrested","{0, 0, -2.2, 0, 0, 0, 0, -2.1}",-0.743,0,0.488,0.512,0
"the eswatini government has suspended schooling and imposed an immediate curfew from pm to am this follows pro democracy protests last night reports","{0, 0, 0, 0, -2.1, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0}",-0.649,0,0.76,0.24,0
"dianas royal runaround sold to south american museum","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"state capture inquiry continues the commission hears state security agency ssa related evidence and gupta related testimony","{0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0}",0.34,0.13,0.87,0,0
"motorists can expect petrol price increase","{0, 0, 0, 0, 0, 1.3}",0.318,0.315,0.685,0,0
"at pm","{0, 0}",0,0,1,0,0
"chats to s’bu ngalwa from sanef","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"coming up on is privatisation the key to saving government from itself public enterprises minister pravin gordhan is in the hot seat watch judge for yourself tuesday at pm on","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"jacob zuma sentencing edward zuma says hes ready for a fight","{0, 0, -0.6, 0, 0, 0, 0, 1.5, 0, 0, -1.6}",-0.178,0.17,0.544,0.286,0
"leader john steenhuisen for his reaction to this ruling","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"on","{0}",0,0,1,0,0
"with his reaction","{0, 0, 0}",0,0,1,0,0
"zuma has days to turn himself in","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"on to unpack this","{0, 0, 0, 0}",0,0,1,0,0
"in a historic ruling a former president of the country is going to jail former president jacob zuma will have to swap his nkandla homestead for a prison cell for months enca’s joins us live from zumas homestead in nkandla","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.511,0,0.922,0.078,0
"confirms","{0}",0,0,1,0,0
"will be meeting this weekend to discuss the matter further","{0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0}",0.026,0.109,0.891,0,0
"nigeria restricts passengers from south africa over virus spread","{0, -1.3, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.777,0.223,0
"brings you the latest top stories on","{0, 0, 0, 0, 0.8, 0, 0}",0.202,0.231,0.769,0,0
"springboks pick two new caps for first test since","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"has fled","{0, 0}",0,0,1,0,0
"united airlines unveils huge jet order in bet on travel recovery","{1.8, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0}",0.625,0.362,0.638,0,0
"responds to zumas court judgment","{0, 0, 0, 0, 0}",0,0,1,0,0
"panel discussion former president jacob zuma has been given a month unsuspended sentence dan moyane is joined by dubazana nthabiseng dubazana anton van dalsen former public protector thuli madonsela and sipho seepe","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.04,0.96,0,0
"employment decreases quarter on quarter","{0, 0, 0, 0, 0}",0,0,1,0,0
"icymi learn what questions you should ask to guarantee that you get the best bargain possible when purchasing a home watch the latest episode of here","{0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3.2, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.791,0.258,0.742,0,0
"swaziland solidarity network spokesperson lucky lukhele says the king unleashed the military on civilians after protests started a week ago he described monday night as the worst night in the history of the country with a protester being shot and killed by the army","{0, 1.2, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.5, 0, 0, 0}",-0.758,0.092,0.716,0.193,0
"in association with","{0, 0, 0}",0,0,1,0,0
"concourt finds guilty of contempt","{0, 0, -1.8, 0, -2.8}",-0.765,0,0.312,0.688,0
"",,,,,,
"",,,,,,
"",,,,,,
"continues","{0}",0,0,1,0,0
"",,,,,,
"can say is lets see whats going to happen in this country","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
