"text","word_scores","compound","pos","neu","neg","but_count"
"We cross to eNCAUs Lindsay Dentlinger for the latest details after President Cyril Ramaphosa faced questions from the National Council of Provinces today DStv SouthAfricaTonightmgelHPYP","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"eNCA reporterspeaks to a resident of Riverlea Johannesburg as the city continues to deal with daily power outages unrelated to Eskoms blackouts DStv SouthAfricaTonightPXLbuEIiw","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"President Cyril Ramaphosa has announced changes to the Electricity Regulation Act The NERSA licensing threshold has been increased frommegawatt tomegawatts to help reduce the impact of power cuts on businesses eNCA DStv SouthAfricaTonightBkFCmwTZi","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0}",0.382,0.13,0.811,0.059,0
"eNCA anchorunpacks the latest headlines now on DStv SouthAfricaTonightDrwqcrn","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Berlin mayor hopeful stripped of title in uni scandalrHPLssmT","{0, 0, 2.3, 0, 0, 0, 0, 0, 0}",0.511,0.292,0.708,0,0
"SA Justice Minister Ronald Lamola is expected to brief the nation on the ratification of the treaties of extradition between SA and UAE SA wants to extradite the Gupta family believed to be in UAE and they have been implicated on state capture Its going to happen at am","{0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.066,0.934,0,0
"Police have defused the situation The suspect has been caught ItUs believed he is a disgruntled former state employee who had not been paid his pension money but we are awaiting a confirmation from SAPS eNCAGqjedxHEI","{0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.153,0,0.956,0.044,1
"Paramedics are on standby but no injuries reported yet Update from Kyle Van Reenen of EmerGMed eNCADtQwGbDCOy","{0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.421,0,0.851,0.149,1
"Tune into eNCA on DStv for the latest visuals DurbanHostageVBbQMDVWT","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Looking for love white rhino Emma lands in JapanKKmCWTlzM","{0, 0, 3.2, 0, 0, 0, 0, 0, 0}",0.637,0.344,0.656,0,0
"There is pandemonium in the Durban CBD as police deal with a hostage situation Updates to follow eNCAXNlkqlieh","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"TRENDING TembisaMother and newborns doing well says familyJQALpUXufb","{0, 0, 0, 0, 0, 1.1, 0, 0}",0.273,0.231,0.769,0,0
"ICYMI Watch the latest episode of PowerToTruth withhereyNbntsEoK","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Energy crisis must be addressed swiftlyRamaphosaLjggArrsdh","{1.1, -3.1, 0, 0, 0, 0}",-0.459,0.206,0.392,0.402,0
"The DeviShow is celebrating its st year on air with an episode dedicated to our most memorable moments We remind you of the best and worst characters weUve had the pleasure of chasing down Watch it this SaturdayJune and SundayJune at pm on eNCA DStvwbBNNJ","{0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, -3.1, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.889,0.249,0.681,0.07,0
"ANALYSIS Morose no more the French savour postlockdown lifeGPAmEqXn","{0, 0, -1.2, 0, 0, 0, 0, 0, 0}",-0.296,0,0.784,0.216,0
"Watch Inside Sport every Saturday on DStv at pm withon DStvYKpPYAXa","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Cabinet has slammed the latest protests over Soweto power cuts The acting Minister in the Presidency Khumbhudzo Ntshavheni says protests should not be violent or infringe on peoples rights eNCA DStv TheMiddayViewxLtpBSHTrc","{0, 0, 0, 0, 0, -0.9, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 2.146, 0, 0, 0, 0, 0, 0, 0, 0}",-0.215,0.085,0.754,0.162,0
"ON AIR President Cyril Ramaphosa is facing questions from the National Council of Provinces this afternoon Watch it live on DStv or hereKxUWGZUw","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"WATCHPremier wines to go under the hammerrpZHeXoDdz","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"IMF approves m credit for AngolaMkyvSOI","{0, 1.7, 0, 1.6, 0, 0}",0.649,0.57,0.43,0,0
"eNCA anchor Dan Moyane unpacks the latest headlines on DStv TheMiddayViewboECgvvv","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"LIVESTREAM Ramaphosa answers NCOP questionsRaDQvHmZq","{0, 0, 0, 0, 0}",0,0,1,0,0
"President Cyril Ramaphosa says South AfricaUs energy crisis must be addressed swiftly This as Stageblackouts continue following Stageon Wednesday Economist Iraj Abedian speaks about this and more on eNCA DStv TheMiddayViewpozABslGj","{0, 0, 0, 0, 0, 0, 1.1, -3.1, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.202,0.118,0.769,0.113,0
"ANALYSIS Child labour swells for first time in two decades UNaJTCrvdTy","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"WATCH Ramaphosa provides update on countrys economic recoveryXRKPPiWNsR","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"President Cyril Ramaphosa has lifted the threshold for companies to produce their own electricity frommegawatt tomegawatts eNCAUsexplains this further on DStv TheMiddayViewUgnlEMOV","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"ICYMI Thabiso Mhlongo Eric Jansen Lihle Msimang and special guest Gayton McKenzie jointo take a lighter look at the weeks news Watch the latest episode of SoWhatNow herekXUPglmEg","{0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.091,0.909,0,0
"LIVESTREAM Ramaphosa provides update on countrys economic recoveryzzPZRaUw","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"President Ramaphosa Eskom is just too big to fail in the hands of government","{0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, 0, 0}",-0.542,0,0.788,0.212,0
"President Ramaphosa says distribution must be divided once Eskom is able to sort out its issues He says once Eskom is divided into itsentities it will be a much sleeker utility eNCA","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"President Ramaphosa says consumers around the globe are given other options He adds Eskom will continue playing a key and central role but with the challenges right now that Eskom faces other options must be given to ease the pressure on Eskom so it can get out of its woes","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0.45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.85}",-0.372,0.106,0.779,0.115,1
"President Ramaphosa says Eskom does have a future in our country","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The amendment will ensure as much new capacity as possible will be brought online without compromising the integrity or stability of our energy system This in turn will increase the available supply of energy and reduce the burden on Eskom Eskom PowerCuts eNCA","{0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.184, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 1.1, 0, 0, 0, -1.9, 0, 0, 0, 0, 0}",0.462,0.178,0.723,0.099,0
"President Ramaphosa says this new reform is expected to unlock significant investment in new generation capacity This will also enable companies to build their own generation facilities to supply their energy needs This move will take significant pressure off Eskom","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0.8, -1.2, 0, 0}",0.361,0.13,0.82,0.05,0
"President Ramaphosa says generators will also be allowed to wheel electricity through the transmission grid This will however be subject to wheeling charges and connection agreements with Eskom or the relevant municipality Loadshedding PowerCuts eNCA","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0.056,0.887,0.056,0
"President Ramaphosa saysthe amended regulations will exempt generation projects up toMW in size from the NERSA licensing requirement whether or not they are connected to the grid Loadshedding PowerCuts eNCA","{0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.103,0.046,0.954,0,0
"President Ramaphosa says bold decisions and actions need to be taken to make sure the issues of electricity are dealt with urgently ElectricityCrisis Loadshedding Blackouts eNCA","{0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.599,0.17,0.83,0,0
"President Ramaphosa says Eskom is working hard despite all the challenges it is currently facing Ramaphosa adds itUs also working on the debt burden it faces President says this however is not enough to deal with the serious electricity challenges we currently facing eNCA","{0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, -0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, 0.3, 0, 0, 0, 0}",-0.72,0.027,0.782,0.192,0
"PresidentRamaphosa says addressing the energy shortfall is extremely crucial because no economy can grow with unreliable electricity Loadshedding PowerCuts eNCA","{0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, -1.4637, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.093,0.093,0.798,0.109,0
"An amendment of Scheduleof the Electricity Regulation Act will increase the NERSA licensing threshold for embedded generation projects fromMW toMW This measure will be crucial in developing a response to the energy crisis PowerCuts eNCA","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, -3.1, 0, 0}",-0.178,0.109,0.79,0.101,0
"India posts record new COVID deaths after data revision
kRJPoyK","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Coming up this week on CrimeWatch criminal syndicates are active along South AfricaUs coastline and abalone poaching is on the increase Watch the latest episode tonight at pm on eNCA DStvxFzEX","{0, 0, 0, 0, 0, 0, -2.4, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.153,0.137,0.769,0.093,0
"Watch Checkpoint every Tuesday at pm on DStvEvkhXKEC","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"TRENDING TembisaMother and newborns doing well says familyXUArQQ eNCA","{0, 0, 0, 0, 0, 1.1, 0, 0, 0}",0.273,0.208,0.792,0,0
"Lottery for cash scholarships for vaccinated Canadians in ManitobaDgtYNqJkAl eNCA","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"ANALYSIS Child labour swells for first time in two decades UNqIEcKlbH eNCA","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Business confidence rebounds sharplyWBfNTkgR eNCA","{0, 2.3, 0, 0, 0}",0.511,0.452,0.548,0,0
"The bail application of eight accused in the murder case of Sifiso Thwala and Musa Nene continues in the Piet Retief Magistrates Court in Mpumalanga today Three of them are also accused in the Coka brothers killing DStvAovkiiTviK","{0, 0, 0, 0, 0, -1.2, 0, 0, -3.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, -3.4, 0}",-0.926,0,0.716,0.284,0
"The Portfolio Committee on Social Development says theres concern over misuse of childrenUs social grants Tzaneen and Polokwane residents also raised concerns that some children dont receive subsidies at ECDs and disability grants because they dont have birth certificateseuOSBr","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0}",0.421,0.093,0.907,0,0
"LIVESTREAM State Capture Inquiry hears Eskomrelated evidencejUOlIMfuN eNCA","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Be an agent of change and help StopBullying eNCA DStvFtNmWLNPA","{0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0}",0.402,0.231,0.769,0,0
"Mkhondo murder suspects back in courtUeKBaJKrC eNCA","{0, -3.7, -1.4, 0, 0, 0, 0}",-0.796,0,0.413,0.587,0
"Eskoms announced Stagepower cuts for today with stagefrom tomorrow South Africans were shocked yesterday when we were ramped up to stageWhat kind of impact are continued blackouts having on the economy and peoplereports from the Mother City DStvhDWJqskAC","{0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.542,0,0.889,0.111,0
"Tune into Power To Truth withon DStv every Monday at pm and Wednesdays at pm eNCAwIhWbfcP","{0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.318,0.133,0.867,0,0
"Footballs Coming Home England aim to emulate spirit of Euro fCTInqJJa eNCA","{0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0}",0.178,0.134,0.866,0,0
"UF Hot off the press UeNCAs FiveInFiveIssue UJgUepshn","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Inter Miami in talks over Messi move reportdLAlADtqcb eNCA","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The DeviShow is celebrating its st year on air with an episode dedicated to our most memorable moments We remind you of the best and worst characters weUve had the pleasure of chasing down Watch it this SaturdayJune and SundayJune at pm on eNCA DStvtsCZCXehsn","{0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, -3.1, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.889,0.249,0.681,0.07,0
"Mkhizes special leave welcomedSNUsXxOpJ eNCA","{0, 1.7, -0.2, 0, 0}",0.361,0.391,0.435,0.174,0
"UAE ratifies extradition agreement with SAePPZiHXaG eNCA","{0, 0, 0, 2.2, 0, 0, 0}",0.494,0.348,0.652,0,0
"TembisaMother and newborns doing well says familyXUArQQ eNCA","{0, 0, 0, 0, 1.1, 0, 0, 0}",0.273,0.231,0.769,0,0
"The Gauteng Department of Education says its disappointed with the decision made by the Education Labour RC to reinstate the principal of Parktown Boys High Malcolm Williams was dismissed in Decemberfor his role in the events which led to the death of Enoch MpianziuihqPhZ","{0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0, 0}",-0.791,0,0.857,0.143,0
"Coming up this week on CrimeWatch criminal syndicates are active along South AfricaUs coastline and abalone poaching is on the increase Watch the latest episode tonight at pm on eNCA DStvCtrRAIIj","{0, 0, 0, 0, 0, 0, -2.4, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.153,0.137,0.769,0.093,0
"SAs COVID cases increase by nEipfJNE eNCA","{0, 0, 0, 1.3, 0, 0, 0}",0.318,0.277,0.723,0,0
"SA waits for JohnsonJohnson vaccine decisionSdOIqqsZ eNCA","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Eskom implements Stageblackouts on ThursdayaatkHYQgO eNCA","{0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The story of the Tembisa babies is evolving In a statement the family ofnewborns say they are doing well and theyre still in hospital along with their mum Gosiame Sithole gave birth to decupletsthats seven boys and three girls at a Pretoria hospital on MondaynNDeUvQT","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.046,0.954,0,0
"City Power says Eskoms rolling blackouts are causing severe damage to Johannesburgs electrical grid The city has once again been plunged into darkness and cold simply because of power failures and not due to Eskoms rolling blackouts DStvsNQpfbrf","{0, 0, 0, 0, 0, 0, 0, 0, -1.6, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0}",-0.869,0,0.759,0.241,0
"Viewer Question Eskoms announced stagepower cuts today What are your thoughts Head togYsLbHaY","{0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.845,0.155,0
"ICYMI WATCHRooibos gets EU recognitionqrtaPhMOw","{0, 0, 0, 0, 0}",0,0,1,0,0
"ICYMI COVIDUS eases travel restrictions to SArCGObpHq","{0, 0, 1.3, 0, 0, 0, 0}",0.318,0.277,0.723,0,0
"ICYMI Dhlomo Not having Mkhize appear before Parliament was a mistakedffRMGDkRk","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Thabiso Mhlongo Eric Jansen Lihle Msimang and special guest Gayton McKenzie jointo take a lighter look at the weeks news Watch the latest episode of SoWhatNow tonight at pm on eNCA DStvKKGILCNxA","{0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.08,0.92,0,0
"Dont miss Crime Watch on DStv every Thursday at pm eNCAmDcgeFemVO","{0, 0.444, 1.85, 0, 0, 0, 0, 0, 0, 0, 0}",0.51,0.323,0.677,0,0
"Out of thenew Covid cases 
are in GautengYRpATb","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"There was an increase ofadmissions in the past hours the largest increase being in Gauteng province withnew admissions There wereadditional inhospital deaths reported in the pasthours
Covid","{0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.155,0.845,0,0
"Out of thenew Covid casesare in GautengQbzDEASNu","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The majority of new cases today are from the Gauteng provincefollowed by the Western Capeprovince Covid","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The DeviShow is celebrating its st year on air with an episode dedicated to our most memorable moments We remind you of the best and worst characters weUve had the pleasure of chasing down Watch it this SaturdayJune and SundayJune at pm on eNCA DStvYsotNk","{0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, -3.1, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.889,0.249,0.681,0.07,0
"Grealish sought Southgate advice to make the grade with EnglandhWUKXRuwC","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The family of the mother who gave birth tobabies say that the mother and her babies are doing well and are still in hospital The babies were born on Monday Family member and niece of the father Mathapelo Tsotetsi speaks to eNCAUson DStvuNtNZLN","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.048,0.952,0,0
"Smaller government suppliers are closing down because they are being paid late or are not being paid at all eNCAUsspeaks to PSC Commissioner Michael Seloane about this on eNCA DStv eNCABusinessHooLbjms","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The GDE says it is disappointed with the decision made by the ELRC to reinstate the principal of Parktown Boys High Malcolm Williams was dismissed in Decemberfor his role in the events which led to the death of a Gradelearner Enoch Mpianzi eNCA DStvWNVTWKxX","{0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, 0}",-0.791,0,0.857,0.143,0
"A total oftests were conducted in the last hours and withnew cases reported this represents apositivity rate 
A furtherCOVID related deaths have been reported in the last hours","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"JUST INnew positive Covid cases have been identified in the last hours","{0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.247,0.753,0,0
"Expert believes power cuts will continue throughout the weekDltgyDX","{0, 0, 0, -1.2, 0, 0, 0, 0, 0}",-0.296,0,0.784,0.216,0
"The United Arab Emirates and South Africa have ratified the extradition agreement that will allow the Guptas to be brought back to South Africa eNCAUsbrings you more details on DStv SouthAfricaTonightAHUEhSI","{0, 1.8, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 2.2, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.818,0.26,0.74,0,0
"COVIDUS eases travel restrictions to SAbMOZkrIOg","{0, 1.3, 0, 0, 0, 0}",0.318,0.315,0.685,0,0
"Joburg City Power says it is dealing with aroundcalls unrelated to Eskoms planned power cuts Isaac Mangena says illegal connections in informal settlements are largely to blame for overloading which sometimes causes power trips and substation failures eNCA DStvFwrPTCom","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0}",-0.881,0,0.758,0.242,0
"In a statement the family ofnewborns say they are doing well and they are still in hospital along with their mother Gosiame Sithole gave birth to decupletsboys andgirls at a Pretoria hospital on Monday eNCA DStv SouthAfricaTonightoCXwMdsCn","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.055,0.945,0,0
"The IEC has officially launched its campaign ahead of local government elections planned for OctoberLetlhogonolo Letshele from My Vote Counts discusses the feasibility of holding an election during the COVID pandemic DStv SouthAfricaTonightUMqsfTxws","{0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.128,0.045,0.955,0,0
"There has been a notable rebound in business confidence in South Africa Two surveys released today show business sentiment is now even higher than it was before the COVID pandemic hit eNCAUsunpacks this on DStv eNCABusinessHGTmZbwo","{0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.086,0.914,0,0
"WATCHRooibos gets EU recognitionjJdMADDwv","{0, 0, 0, 0}",0,0,1,0,0
"South Africa is currently experiencing Stagepower cuts Eskom says it will last until pm tonight The City of Joburg alone is dealing withunplanned power outages Energy expert Chris Yelland responds to this on eNCA DStvTEwtYZvCFT","{0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.273,0.055,0.836,0.11,0
"The US has eased travel restrictions to South Africa It has joined many other countries that have moved SA to leveleNCAUsbrings you the latest on DStv eNCABusinessXLluAqGYw","{0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.078,0.922,0,0
"WATCHSoweto residents protest outside Eskom headquartersMsAwvSf","{0, 0, -1, 0, 0, 0}",-0.25,0,0.714,0.286,0
"The DeviShow is celebrating its st year on air with an episode dedicated to our most memorable moments We remind you of the best and worst characters weUve had the pleasure of chasing down Watch it this SaturdayJune and SundayJune at pm on eNCA DStvmcyFNjZr","{0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, -3.1, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.889,0.249,0.681,0.07,0
"I will be live at aroundon eNCA channelto discuss VaccineRollout in the Free State The province is in its third wave of Covid and needs JohnsonAndJohnsonVaccines
More details shortly","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.105,0.895,0,0
"US gold coin sells for record m at Sothebys auctionPDhZWQajt","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"eNCA anchorunpacks the latest headlines on DStv SouthAfricaTonightBxOEfm","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
