"text","word_scores","compound","pos","neu","neg","but_count"
"Israel ends indoor masking final Covid restriction as country logs zero one daily deaths in June","{0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.273,0,0.877,0.123,0
"Young people across SA are facing a bleak future They have to cope with isolation crime and unemployment The Covid pandemic has worsened any chance of finding a job","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, -2.5, 0, -1.9, 0, 0, 0, 0, -1.9, 0, 1, 0, 0, 0, 0}",-0.875,0.053,0.632,0.316,0
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"",,,,,,
"LevelChildren under six must wear masks banks and wine farms get a pass","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"TembisaMother breaks silence says she will not be forced to reveal where babies are","{0, 0, 0, 0, 0, 0, 0, 0, 1.48, 0, 0, 0, 0, 0}",0.357,0.16,0.84,0,0
"Police officer Constable Maluleke appeared in the Pretoria court on Tuesday on charges of murder and attempted murder It is alleged that he shot and injured his exgirlfriend killed her mother and set his exgirlfriends house on fire","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, -3.7, 0, 0, -3.7, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, -3.5, 0, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.969,0,0.603,0.397,0
"Hits and misses of the national vaccine rollout experts weigh in","{0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0,0.84,0.16,0
"President Cyril Ramaphosa addressed the nation on Tuesday night in which he announced that the country would move to LevelThis includes a curfew fromtoand restrictions on gatherings Read his full speech below","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Proteas assistant coach Justin Ontong would like nothing more than the Proteas clinching their first Test series on the road since","{0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.111,0.889,0,0
"The Zondo Commission has heard a number of applications for leave to crossexamine brought by various implicated parties","{0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, -0.2, 0, 0, 0, 0, 0, 0, 1.7}",0.421,0.198,0.743,0.059,0
"COVIDNew infectionsnew fatalitiesnew vaccinationsTotal vaccinationsThe death toll is","{0, 0, 0, 0, 0, -2.9, 0, 0}",-0.599,0,0.642,0.358,0
"A suspended Eastern Cape ANC branch chairperson and councillor has been given a year sentence for raping a female member of the ANC","{0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, -3.8, 0, 0, 0, 0, 0, 0}",-0.822,0.045,0.685,0.271,0
"President Cyril Ramaphosa announced on Tuesday that alcohol sales for offsite consumption will be restricted fromtofrom Monday to Thursday excluding public holidays","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 1.6}",0,0.103,0.794,0.103,0
"These are the new Level lockdown regulations that will kick in later tonight","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"LIVERamaphosa says vaccinations will grow rapidly in coming weeks security personnel to get jabs after teachers","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0}",0.34,0.138,0.862,0,0
"CR Problems with JJ vaccine have been resolved The Aspen plant in E Cape can go ahead with making new doses Company has committed to ramping up production and can supply country in next few days","{0, -1.7, 0, 1.733, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.428,0.158,0.776,0.065,0
"JUST INAlcohol may only be sold in retail from Monday to Thursday fromto","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"JUST IN Presidentannounces tighter lockdown restrictions The country will be placed on alert leveland will take effect once the regulations are gazetted","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.095,0.905,0,0
"BREAKINGPresident CyrilRamaphosa moves South Africa to lockdown Level new curfew fromto","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"LIVERamaphosa paints grim picture of Gauteng Covid infections second wave peak will be surpassed in days","{0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.572,0,0.802,0.198,0
"LIVEAverage daily new Covid infections have doubled in two weeks says Ramaphosa","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"WATCH LIVEPresident CyrilRamaphosa addresses the nation about Covid and lockdown Follow it live on News","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"A Durban pastor was robbed of his phone while giving an online sermon outside his house","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0}",0.34,0.138,0.862,0,0
"Despite no longer being available in South Africa Volkswagen unleashed the new Arteon to global markets recently and with it an additional body variant the new Arteon Shooting Brake","{0, 0.888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.223,0.063,0.937,0,0
"A total ofschools in the Eastern Cape have recordedCovid cases Of theseare teachersare pupils andare support staff members","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0}",0.402,0.137,0.863,0,0
"The Proteas will receive a nice cash injection into their bank accounts despite low finish in the inaugural ICC World Test Championship","{0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0.814, 0, 0, 0, 0, 0, 0, 0, 1.9}",0.759,0.283,0.717,0,0
"The Commission for Conciliation Mediation and Arbitration has dismissed a claim that the South African Revenue Service acted unfairly in axing its chief legal officer Refiloe Mokoena","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0}",0.128,0.055,0.945,0,0
"South Africas steady retail revival welcomes the expansion of Zaras flagship store at the VA Waterfront","{0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0}",0.477,0.227,0.773,0,0
"PwC plans to investbillion in its operations globally and buy technologies that will help it become the auditor of the future","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0}",0.402,0.119,0.881,0,0
"Deputy President David Mabuza told MPs there were challenges with the JohnsonJohnson vaccine but the government was forging ahead with its programme","{0, 0, 0, 0, 0, 0, 0, 0, 0.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.039,0.052,0.948,0,1
"LinManuel Miranda has addressed the lack of representation of AfroLatinos in In the Heights","{0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.85,0.15,0
"The N between Munster and Port Edward is inaccessible to motorists due to violent protests in the area This after protesters placed debris on the road","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, -0.9, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0}",-0.772,0,0.749,0.251,0
"Deputy President David Mabuza has denied his foundation received a donation from Eskom or any company that did work for the power utility like General Electric","{0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0}",-0.103,0.085,0.816,0.099,0
"WP assistant coach Rito Hlungwani insists the Capetonians are not heavy favourites to beat the Bulls in their Currie Cup opener in Pretoria on Saturday","{1.733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.408,0.102,0.898,0,0
"Israel ends indoor masking final Covid restriction as country logs zero one daily deaths in June","{0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.273,0,0.877,0.123,0
"Major publishers are refusing to offer a book deal to a radioactive Trump according to report","{0, 0, 0, -1.9637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.452,0,0.835,0.165,0
"The Equal Education National Council has appointed an independent panel led by advocate Thembeka Ngcukaitobi to review the factfinding process undertaken by the Equal Education Law Centre into the drowning of EC pupil Avethandwa Nokhangela in April","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"After banning Twitter Nigerian ministers apparently met with Chinese counterparts to discuss replicating China’s Great Firewall to regulate social media","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0}",0.625,0.177,0.823,0,0
"SPONSORED Join Zoë Brown as Kafui Awoonor takes us through her journey from creating products for herself and how it blossomed into the Kafui Naturals brand empire she owns today","{0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.136,0.864,0,0
"The father of the socalled Tembisahas made a dramatic announcement saying that he has not seen the decuplets and had only ever relied on his girlfriend the mother of the babies to inform him of their births","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The FSCA says inaccurate reports are being shared on social media platforms that Covid vaccines are experimental medicine causing fear anxiety and uncertainty","{0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, -0.7, 0, -1.4}",-0.599,0.084,0.662,0.254,0
"The Queens eldest grandson Peter Phillips and his exwife Autumn finally divorce over a year after announcing their separation on sad day and promise to put wellbeing of their wonderful daughters first","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 1.3, 0, 0, 0, 0, 0, 2.7, 0, 0}",0.44,0.157,0.761,0.081,0
"The DA wants an ad hoc committee to investigate governments slow Covid vaccine rollout which it describes as an executive failure","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3}",-0.511,0,0.858,0.142,0
"ANALYSISBooze traders brace for new alcohol restrictions as Ramaphosa schedulesaddress","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"South Africans could be due another small petrol price cut in the first week of July – but that could be wiped out if the oil price continues its current run","{0, 0, 0, 0, 0, 0, 0, 0, 0, -0.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.141,0,0.951,0.049,1
"Western Cape Premier Alan Winde along with the other eight premiers are expected to meet with President Cyril Ramaphosa on Tuesday afternoon","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"ANC deputy secretarygeneral Jessie Duarte has revealed the party does not have ghost workers but old employees who had been on the organisations payroll for a while","{0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0, 0, 0.481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.325,0.118,0.882,0,1
"The City of Tshwane has opened another Covid vaccination site bringing the total number of sites in the city to","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.593, 0, 0, 0, 0, 0, 0}",0.151,0.077,0.923,0,0
"Cabinet will on Tuesday afternoon ratify a proposal first tabled to the NCC and then to the Presidential Coordinating Committee to restrict alcohol sales offsite between Monday and Thursdayin light of the third wave of Covid infections","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.382,0,0.933,0.067,0
"UNICEF launched a project documenting the lives of working parents in countries across the world looking at the support afforded by the familyfriendly policies offered","{0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0}",0.494,0.154,0.846,0,0
"Alarming levels of theft from base stations is playing hell with load shedding cell reception","{-0.5, 0, 0, 0, 0, 0, 0, 0, 0.8, -3.6, 0, 0, 0, 0, 0}",-0.649,0.09,0.603,0.307,0
"She tellsshe no longer wants to pursue the sexual assault case against the church leader and is set to meet him for private mediation","{0, 0, -1.2, 0, 0, 0, 0, 0, 0, -2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.718,0,0.786,0.214,0
"ActionSA has its eyes set on gaining a foothold in municipalities across Gauteng and begun the process of nominating its mayoral candidates for the provinces metros","{0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.101,0.899,0,0
"OPINIONTaxpayers should be happy about the longterm relief that they no longer have to bail out SAAbut selling the airline for scrap metal is equally worrying given that the public has invested in the airline over the years writes Ralph Mathekga","{0, 0, 0, 2.7, 0, 0, 0, 2.1, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.494,0.14,0.764,0.095,0
"BREAKINGPresident CyrilRamaphosa to address the nation atabout Covid and lockdown Follow it live on News","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"With a celebrated career spanning nearly four decades the actor was instrumental in ensuring female voices be heard and she moved a nation with the characters she passionately brought to life","{0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0}",0.848,0.247,0.753,0,0
"With the rotation of speedsters in global vogue during busy Test periods SA must identify the most suitable backups to Messrs Rabada Nortje and Ngidi writes","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The VA Waterfront has begun a project that will seediffusers installed to pump oxygen back into the marinas waters after thousands of fish died","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6}",-0.557,0,0.865,0.135,0
"The high court granted an urgent order forcing the National Conventional Arms Control Committee to disclose the names of all permit holders in South Africa that are authorised to export arms to Saudi Arabia and the United Arab Emirates","{0, 0, 0, 1, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0}",0.681,0.155,0.845,0,0
"A study released by the Human Sciences Research Council has painted a grim picture of what students had to endure at the height of the Covid pandemic","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.572,0,0.875,0.125,0
"Ace Magashule says the ANC cannot rely on whether or not the NPA decides to charge a leader or member of the party as a basis for its stepaside policy","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0}",0.402,0.085,0.915,0,0
"Parents and pupils of private school German International School Cape Town are protesting after a teacher allegedly made racist comments during a lesson","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0}",-0.778,0,0.755,0.245,0
"A former Johannesburg Metro Police Department officer has been sentenced toyears imprisonment for premeditated murder relating to an Octoberroad rage incident","{0, 0, 0, 0, 0, 0, 0, 0, 0, -0.1, 0, 0, 0, 0, -3.7, 0, 0, 0, 0, -2.6, 0}",-0.856,0,0.657,0.343,0
"Dates have finally been set for the bail application proper of Nafiz Modack and his coaccused after a series of side applications and delays","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Zandile Gumedes supporters say even if she has to step aside they still want her to chair the ANCs eThekwini region","{0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0}",0.494,0.181,0.819,0,0
"The decuplets known as the Tembisawere not born at The Steve Biko Academic Hospital according to the facilitys CEO","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"A Mpumalanga man who reported a fatal car accident that happenedyears ago to the police on Wednesday said he opened the case because the incident which claimed lives of nine fellow schoolchildren haunts him to this day","{0, 0, 0, 0, 0, 0, -2.5, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0}",-0.822,0,0.798,0.202,0
"The number of confirmed active Covid infections in the capital city has jumped to more thanand betweenandnew daily cases are being reported","{0, 0.3, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.459,0.167,0.833,0,0
"OPINIONIn the face of this crisis the decision to persist with a policy that will turn South Africa into an investment wasteland and condemn these mostly young South Africans to a lifetime of poverty is unforgivable writes","{0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0, 0}",-0.875,0,0.773,0.227,0
"The Nasrec Field Hospital will not be reopened for the third Covid wave in Gauteng Kwara Kekana spokesperson for the Health MEC toldon Monday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Diplomats expelled now shops that sold them much cheap booze get a twoweek countdown","{0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.25,0,0.867,0.133,0
"The eight men charged with the murder of two people on the Pampoenkraal farm in rural eMkhondo Mpumalanga have been denied bail","{0, 0, 0, -0.8, 0, 0, -3.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0}",-0.856,0,0.669,0.331,0
"The Umkhonto Council has accused the Umkhonto we Sizwe Military Veterans Association of refusing to respect and abide by the decisions taken by the ANC","{0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.202,0.103,0.733,0.163,0
"Former Ivory Coast president Laurent Gbagbo is scheduled to arrive home on Thursday after being cleared of crimes against humanity for violence following the countryselection","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, -3.1, 0, 0, 0}",-0.572,0.049,0.807,0.144,0
"Vryheid serial rapist Calvin Thabedewas sentenced to eight life terms for rape and other petty crimes at the Madadeni Magistrates Court on Friday","{0, 0, -3.9, 0, 0, -0.1, 0, 0, 0, 0, 0, -3.7, 0, 0, -0.8, 0, 0, 0, 0, 0, 0, 0, 0}",-0.91,0,0.603,0.397,0
"Steven Fortune has been sentenced to three life terms for raping Michaela Williams and throwing concrete blocks at her head to kill her so that she would not be able to identify him","{0, 0, 0, 0, -0.1, 0, 0, 0, 0, 0, -3.8, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, -3.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.91,0,0.699,0.301,0
"Three men and two police dogs were shot and killed on Monday during a shootout between police and four suspects in the Bishopstowe area","{0, 0, 0, 0, 0, 0, 0, 0, 0, -3.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0}",-0.785,0,0.761,0.239,0
"Canada is pressing terrorism charges against a man accused of mowing down a Muslim family with a pickup truck prosecutors have said in an attack denounced as terrorist by Prime Minister Justin Trudeau","{0, 0, 0, -3.6, -1.1, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, -3.7, 0, 0, 0, 0, 0}",-0.949,0,0.626,0.374,0
"Springbok prop Steven Kitshoff vividly remembers Tendai Beast Mtawariras demolition job on Phil Vickery and knows full well that Bok props have to live up to that highbar","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.072,0.928,0,0
"Dinesh Patel believed to be the brotherinlaw of suspected Gupta associate Iqbal Sharma has been released on bail","{0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0,0.899,0.101,0
"Tourism Minister Mmamoloko KubayiNgubane used a culinary marketing event to drum up publicity for her budget vote speech in the National Assemblyand in the process stirred up some controversy","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"A teen has been arrested in connection with the hijacking of a vehicle in Khayelitsha that was carryingpupils","{0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.477,0,0.846,0.154,0
"Gauteng police have launched a manhunt for the suspects involved in the shooting of a Krugersdorp vet","{0, 0, 0, 0.5, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.079,0.794,0.127,0
"OPINIONWhether or not we trust what government says on face value empty and vacuous praise singing of the new SAA consortium abounds and we as the media need to express scepticism at the lack of details and context writes","{0, 0, 0, 0, -1.702, 0, 0, 0, 0, 0, 1.4, -0.8, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.8, 0, 0, -1.3, 0, 0, 0, 0, 0}",-0.154,0.126,0.693,0.181,0
"DYK – None of our JnJ vaccines are technically contaminated but they all have to be tossed as a precautionary measure Read more VaccineRolloutSA","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
"Ziona Chana the leader of a Christian religious sect who hadwiveschildren has died in India","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0}",-0.557,0,0.795,0.205,0
"FRESH DEVELOPMENTShas unveiled its Mayoral Candidates contesting for the metros of Johannesburg Tshwane and Ekurhuleni Some of the prominent namesinclude Abel Tau who was once acting mayor for Tshwane under the DA","{2.033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.652,0.151,0.849,0,0
"A new era will kick off for South African rugby when the Sharks Stormers Lions and Bulls join theEuropean PRO clubs for the United Rugby Championship","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 1.8, 0, 1.9}",0.785,0.256,0.744,0,0
"Have you renewed your vehicle licence online but youre still waiting months down the line to receive the new disc Heres what you should know about online vehicle renewals","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
"South Africa is getting a new retail bankAccess Bank South The Nigerian multinational commercial bank acquired agricultural bank Grobank in March and officially launched its entry into the South African market on Monday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.128,0.045,0.955,0,0
"Wuhan virologist Dr Shi Zhengli denies Covid lab leak theory in rare interview","{0, 0, 0, 0, 0, -1.8, 0, 0, -1.4, 0, 0, 0, 0}",-0.637,0,0.679,0.321,0
"Garrick Higgo claimed his maiden PGA Tour title at the Palmetto Championshipchats to his coach Cliff Barnard on the secrets to his success","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7}",0.572,0.144,0.856,0,0
"OPINIONAfter finding out that a magistrates court had to close due to having no waterfelt despair about the direction the City of Johannesburg is going","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.962, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.241,0.076,0.924,0,0
"Christian Eriksen the Danish football player who collapsed on the pitch in his countrys opening Eurogame said that he was doing fine in an Instagram post from hospital on Tuesday","{0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0}",-0.077,0.056,0.878,0.066,0
"The DA in the uMgungundlovu District wants the municipality to be placed under administration","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"The father of the decuplets who has been been making headlines across the globe has confirmed that he had filed a statement with the police but refuses to give further details","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
"Rising Covid cases in Africa are especially concerning because the continent has the least amount of access to vaccines diagnostics and oxygen according to World Health Organization DirectorGeneral Tedros Adhanom Ghebreyesus","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Peggy Ramabulana has been admitted to hospital in the Vhembe District of Limpopo agonising about her daughter who she will never see again after a brutal attack by a person with no soul cruel and ruthless","{0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, -2.1, 0, 0, 0, 0, 0, 0, 2.072, 0, 0}",-0.737,0.099,0.686,0.215,0
